,,Bronte Building Water [m設 [Bronte],Dome/Tudor Water [m設 [The Dome],Fry Building Water [m設 [Fry],Fussey Water [m設 [David Fussey],Grey Building Water [m設 [Grey],Library Water [m設 [Library],Seacole Water [m設 [Mary Seacole],Southwood House Water [m設 [Southwood House],WM15 Ambient Loop Make up Water [m設 [Central Plantroom],WM2 Energy Centre Main Incoming Water [m設 [Central Plantroom],WM4 Southwood and Fussey Make up Water [m設 [Central Plantroom],WM5.1 Fry Building Heating Make up Water [m設 [Fry],WM5 Fry Building Heating Make up Water Incoming [m設 [Fry],WM6 Grey Heating System Make up Water [m設 [Grey],WM7 Bronte Heating System Make up Water [m設 [Bronte]
06-04-2023,10:30,0.31,0.00,,0.07,0.02,"27,000.00",0.09,0.01,,,,,,,
06-04-2023,11:00,0.01,0.00,,0.46,0.04,"27,000.00",0.01,0.01,,,,,,,
06-04-2023,11:30,0.00,0.00,,0.00,0.08,"42,000.00",0.04,0.11,,,,,,,
06-04-2023,12:00,0.00,0.00,,0.00,0.06,"34,000.00",0.14,0.01,,,,,,,
06-04-2023,12:30,0.24,0.00,,0.00,0.13,"48,000.00",0.05,0.01,,,,,,,
06-04-2023,13:00,0.08,0.00,,0.57,0.13,"36,000.00",0.04,0.11,,,,,,,
06-04-2023,13:30,0.00,0.00,,0.00,0.12,"44,000.00",0.07,0.01,,,,,,,
06-04-2023,14:00,0.00,0.00,,0.00,0.07,"34,000.00",0.02,0.00,,,,,,,
06-04-2023,14:30,0.00,0.00,,0.00,0.04,"44,000.00",0.04,0.10,,,,,,,
06-04-2023,15:00,0.33,0.00,,0.00,0.01,"68,000.00",0.07,0.01,,,,,,,
06-04-2023,15:30,0.00,0.00,,0.53,0.07,"39,000.00",0.00,0.05,,,,,,,
06-04-2023,16:00,0.01,0.00,,0.00,0.04,"19,000.00",0.00,0.06,,,,,,,
06-04-2023,16:30,0.01,0.00,,0.00,0.03,"23,000.00",0.03,0.00,,,,,,,
06-04-2023,17:00,0.00,0.00,,0.00,0.01,"14,000.00",0.01,0.01,,,,,,,
06-04-2023,17:30,0.00,0.00,,0.00,0.02,"8,000.00",0.02,0.00,,,,,,,
06-04-2023,18:00,0.00,0.00,,0.00,0.00,"13,000.00",0.02,0.01,,,,,,,
06-04-2023,18:30,0.00,0.00,,0.00,0.00,"27,000.00",0.00,0.00,,,,,,,
06-04-2023,19:00,0.00,0.00,,0.00,0.00,"1,000.00",0.00,0.10,,,,,,,
06-04-2023,19:30,0.00,0.00,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
06-04-2023,20:00,0.00,0.00,,0.00,0.01,"4,000.00",0.00,0.00,,,,,,,
06-04-2023,20:30,0.00,0.00,,0.00,0.00,"25,000.00",0.00,0.00,,,,,,,
06-04-2023,21:00,0.00,0.00,,0.00,0.00,"5,000.00",0.00,0.00,,,,,,,
06-04-2023,21:30,0.00,0.00,,0.00,0.01,"9,000.00",0.00,0.00,,,,,,,
06-04-2023,22:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
06-04-2023,22:30,0.00,0.00,,0.00,0.00,"5,000.00",0.00,0.00,,,,,,,
06-04-2023,23:00,0.00,0.00,,0.00,0.00,"5,000.00",0.00,0.00,,,,,,,
06-04-2023,23:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
07-04-2023,00:00,0.00,0.00,,0.52,0.00,"4,000.00",0.00,0.00,,,,,,,
07-04-2023,00:30,0.00,0.00,,0.00,0.00,"5,000.00",0.00,0.00,,,,,,,
07-04-2023,01:00,0.00,0.00,,0.00,0.00,"6,000.00",0.00,0.00,,,,,,,
07-04-2023,01:30,0.00,0.00,,0.00,0.00,"2,000.00",0.00,0.00,,,,,,,
07-04-2023,02:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
07-04-2023,02:30,0.00,0.00,,0.00,0.00,"4,000.00",0.00,0.00,,,,,,,
07-04-2023,03:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
07-04-2023,03:30,0.00,0.00,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
07-04-2023,04:00,0.00,0.00,,0.00,0.00,"8,000.00",0.00,0.00,,,,,,,
07-04-2023,04:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
07-04-2023,05:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
07-04-2023,05:30,0.00,0.00,,0.00,0.00,"4,000.00",0.00,0.00,,,,,,,
07-04-2023,06:00,0.00,0.00,,0.00,0.01,0.00,0.00,0.00,,,,,,,
07-04-2023,06:30,0.00,0.00,,0.00,0.00,"5,000.00",0.00,0.00,,,,,,,
07-04-2023,07:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
07-04-2023,07:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
07-04-2023,08:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
07-04-2023,08:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
07-04-2023,09:00,0.00,0.00,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
07-04-2023,09:30,0.00,0.00,,0.52,0.00,0.00,0.00,0.00,,,,,,,
07-04-2023,10:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
07-04-2023,10:30,0.00,0.00,,0.00,0.00,"11,000.00",0.00,0.00,,,,,,,
07-04-2023,11:00,0.00,0.00,,0.00,0.00,"2,000.00",0.00,0.00,,,,,,,
07-04-2023,11:30,0.00,0.00,,0.00,0.00,"7,000.00",0.00,0.00,,,,,,,
07-04-2023,12:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
07-04-2023,12:30,0.00,0.00,,0.00,0.00,"18,000.00",0.00,0.00,,,,,,,
07-04-2023,13:00,0.00,0.00,,0.00,0.00,"8,000.00",0.00,0.00,,,,,,,
07-04-2023,13:30,0.00,0.00,,0.00,0.00,"3,000.00",0.00,0.00,,,,,,,
07-04-2023,14:00,0.00,0.00,,0.00,0.01,"13,000.00",0.00,0.00,,,,,,,
07-04-2023,14:30,0.00,0.00,,0.00,0.00,"7,000.00",0.00,0.00,,,,,,,
07-04-2023,15:00,0.00,0.00,,0.00,0.00,"11,000.00",0.02,0.00,,,,,,,
07-04-2023,15:30,0.00,0.00,,0.00,0.00,"18,000.00",0.00,0.00,,,,,,,
07-04-2023,16:00,0.00,0.00,,0.00,0.00,"6,000.00",0.00,0.00,,,,,,,
07-04-2023,16:30,0.00,0.00,,0.00,0.01,"14,000.00",0.00,0.00,,,,,,,
07-04-2023,17:00,0.00,0.00,,0.00,0.00,"22,000.00",0.00,0.00,,,,,,,
07-04-2023,17:30,0.00,0.00,,0.52,0.00,"4,000.00",0.00,0.00,,,,,,,
07-04-2023,18:00,0.00,0.00,,0.00,0.00,"6,000.00",0.00,0.00,,,,,,,
07-04-2023,18:30,0.00,0.00,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
07-04-2023,19:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
07-04-2023,19:30,0.00,0.00,,0.00,0.00,"6,000.00",0.00,0.00,,,,,,,
07-04-2023,20:00,0.00,0.00,,0.00,0.00,"8,000.00",0.00,0.00,,,,,,,
07-04-2023,20:30,0.00,0.00,,0.00,0.00,"17,000.00",0.00,0.00,,,,,,,
07-04-2023,21:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
07-04-2023,21:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
07-04-2023,22:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
07-04-2023,22:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
07-04-2023,23:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
07-04-2023,23:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,00:00,0.00,0.00,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
08-04-2023,00:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,01:00,0.00,0.00,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
08-04-2023,01:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,02:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,02:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,03:00,0.00,0.00,,0.29,0.00,"1,000.00",0.00,0.00,,,,,,,
08-04-2023,03:30,0.00,0.00,,0.23,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,04:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,04:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,05:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,05:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,06:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,06:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,07:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,07:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,08:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,08:30,0.00,0.00,,0.00,0.00,"17,000.00",0.00,0.00,,,,,,,
08-04-2023,09:00,0.00,0.00,,0.00,0.00,"11,000.00",0.00,0.00,,,,,,,
08-04-2023,09:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,10:00,0.00,0.00,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
08-04-2023,10:30,0.00,0.00,,0.00,0.00,"2,000.00",0.00,0.00,,,,,,,
08-04-2023,11:00,0.00,0.00,,0.00,0.00,"6,000.00",0.00,0.00,,,,,,,
08-04-2023,11:30,0.00,0.00,,0.00,0.00,"8,000.00",0.00,0.00,,,,,,,
08-04-2023,12:00,0.00,0.00,,0.00,0.00,0.00,0.02,0.00,,,,,,,
08-04-2023,12:30,0.00,0.00,,0.51,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,13:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,13:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,14:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,14:30,0.00,0.00,,0.00,0.00,"3,000.00",0.00,0.00,,,,,,,
08-04-2023,15:00,0.00,0.00,,0.00,0.00,"3,000.00",0.00,0.00,,,,,,,
08-04-2023,15:30,0.00,0.00,,0.00,0.00,"11,000.00",0.00,0.00,,,,,,,
08-04-2023,16:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,16:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,17:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,17:30,0.00,0.00,,0.00,0.00,"2,000.00",0.00,0.00,,,,,,,
08-04-2023,18:00,0.00,0.00,,0.00,0.00,"5,000.00",0.04,0.00,,,,,,,
08-04-2023,18:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,19:00,0.00,0.00,,0.00,0.00,"5,000.00",0.00,0.00,,,,,,,
08-04-2023,19:30,0.00,0.00,,0.00,0.00,"4,000.00",0.00,0.00,,,,,,,
08-04-2023,20:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,20:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,21:00,0.00,0.00,,0.00,0.00,"2,000.00",0.00,0.00,,,,,,,
08-04-2023,21:30,0.00,0.00,,0.52,0.00,"20,000.00",0.00,0.00,,,,,,,
08-04-2023,22:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,22:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,23:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-04-2023,23:30,0.00,0.00,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
09-04-2023,00:00,0.00,0.00,,0.00,0.00,"5,000.00",0.00,0.00,,,,,,,
09-04-2023,00:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,01:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,01:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,02:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,02:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,03:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,03:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,04:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,04:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,05:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,05:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,06:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,06:30,0.00,0.00,,0.00,0.00,"17,000.00",0.00,0.00,,,,,,,
09-04-2023,07:00,0.00,0.00,,0.51,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,07:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,08:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,08:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,09:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,09:30,0.00,0.00,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
09-04-2023,10:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,10:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,11:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,11:30,0.00,0.00,,0.00,0.02,0.00,0.00,0.00,,,,,,,
09-04-2023,12:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,12:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,13:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,13:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,14:00,0.00,0.00,,0.00,0.00,"9,000.00",0.00,0.00,,,,,,,
09-04-2023,14:30,0.00,0.00,,0.00,0.00,"3,000.00",0.00,0.00,,,,,,,
09-04-2023,15:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,15:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,16:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,16:30,0.00,0.00,,0.52,0.00,"1,000.00",0.00,0.00,,,,,,,
09-04-2023,17:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,17:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,18:00,0.00,0.00,,0.00,0.01,"1,000.00",0.00,0.00,,,,,,,
09-04-2023,18:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,19:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,19:30,0.00,0.00,,0.00,0.00,"12,000.00",0.00,0.00,,,,,,,
09-04-2023,20:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,20:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,21:00,0.00,0.00,,0.00,0.00,"10,000.00",0.00,0.00,,,,,,,
09-04-2023,21:30,0.00,0.00,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
09-04-2023,22:00,0.00,0.00,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
09-04-2023,22:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,23:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-04-2023,23:30,0.00,0.00,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
10-04-2023,00:00,0.29,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-04-2023,00:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-04-2023,01:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-04-2023,01:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-04-2023,02:00,0.00,0.00,,0.51,0.00,0.00,0.00,0.00,,,,,,,
10-04-2023,02:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-04-2023,03:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-04-2023,03:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-04-2023,04:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-04-2023,04:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-04-2023,05:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-04-2023,05:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-04-2023,06:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-04-2023,06:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-04-2023,07:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-04-2023,07:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-04-2023,08:00,0.00,0.00,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
10-04-2023,08:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-04-2023,09:00,0.00,0.00,,0.00,0.00,"5,000.00",0.00,0.00,,,,,,,
10-04-2023,09:30,0.00,0.00,,0.00,0.02,"4,000.00",0.00,0.00,,,,,,,
10-04-2023,10:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-04-2023,10:30,0.00,0.00,,0.00,0.00,"2,000.00",0.00,0.00,,,,,,,
10-04-2023,11:00,0.00,0.00,,0.00,0.00,"7,000.00",0.00,0.00,,,,,,,
10-04-2023,11:30,0.00,0.00,,0.51,0.00,"5,000.00",0.00,0.00,,,,,,,
10-04-2023,12:00,0.00,0.00,,0.00,0.00,"4,000.00",0.00,0.00,,,,,,,
10-04-2023,12:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-04-2023,13:00,0.00,0.00,,0.00,0.00,"19,000.00",0.00,0.00,,,,,,,
10-04-2023,13:30,0.00,0.00,,0.00,0.01,"4,000.00",0.00,0.00,,,,,,,
10-04-2023,14:00,0.00,0.00,,0.00,0.00,"14,000.00",0.00,0.00,,,,,,,
10-04-2023,14:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-04-2023,15:00,0.00,0.00,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
10-04-2023,15:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-04-2023,16:00,0.00,0.00,,0.00,0.00,"4,000.00",0.00,0.00,,,,,,,
10-04-2023,16:30,0.00,0.00,,0.00,0.00,"10,000.00",0.00,0.00,,,,,,,
10-04-2023,17:00,0.00,0.00,,0.00,0.00,"3,000.00",0.00,0.00,,,,,,,
10-04-2023,17:30,0.00,0.00,,0.00,0.00,"8,000.00",0.00,0.00,,,,,,,
10-04-2023,18:00,0.00,0.00,,0.00,0.00,"5,000.00",0.00,0.00,,,,,,,
10-04-2023,18:30,0.00,0.00,,0.00,0.00,"10,000.00",0.00,0.00,,,,,,,
10-04-2023,19:00,0.00,0.00,,0.00,0.00,"19,000.00",0.00,0.00,,,,,,,
10-04-2023,19:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-04-2023,20:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-04-2023,20:30,0.00,0.00,,0.52,0.00,"1,000.00",0.00,0.00,,,,,,,
10-04-2023,21:00,0.00,0.00,,0.00,0.00,"43,000.00",0.00,0.00,,,,,,,
10-04-2023,21:30,0.00,0.00,,0.00,0.00,"86,000.00",0.00,0.00,,,,,,,
10-04-2023,22:00,0.00,0.00,,0.00,0.00,"90,000.00",0.00,0.00,,,,,,,
10-04-2023,22:30,0.00,0.00,,0.00,0.00,"87,000.00",0.00,0.00,,,,,,,
10-04-2023,23:00,0.00,0.00,,0.00,0.00,"87,000.00",0.00,0.00,,,,,,,
10-04-2023,23:30,0.00,0.00,,0.00,0.00,"85,000.00",0.00,0.00,,,,,,,
11-04-2023,00:00,0.00,0.00,,0.00,0.00,"85,000.00",0.00,0.00,,,,,,,
11-04-2023,00:30,0.00,0.00,,0.00,0.00,"57,000.00",0.00,0.00,,,,,,,
11-04-2023,01:00,0.00,0.00,,0.00,0.01,"1,000.00",0.00,0.00,,,,,,,
11-04-2023,01:30,0.00,0.00,,0.00,0.01,0.00,0.00,0.00,,,,,,,
11-04-2023,02:00,0.00,0.00,,0.00,0.00,"4,000.00",0.00,0.00,,,,,,,
11-04-2023,02:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-04-2023,03:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-04-2023,03:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-04-2023,04:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-04-2023,04:30,0.00,0.00,,0.00,0.00,"4,000.00",0.00,0.00,,,,,,,
11-04-2023,05:00,0.00,0.00,,0.00,0.00,"40,000.00",0.00,0.00,,,,,,,
11-04-2023,05:30,0.00,0.00,,0.00,0.00,"45,000.00",0.00,0.00,,,,,,,
11-04-2023,06:00,0.00,0.00,,0.52,0.00,"21,000.00",0.12,0.00,,,,,,,
11-04-2023,06:30,0.00,0.00,,0.00,0.01,"25,000.00",0.02,0.00,,,,,,,
11-04-2023,07:00,0.00,0.00,,0.00,0.00,"5,000.00",0.02,0.01,,,,,,,
11-04-2023,07:30,0.00,0.00,,0.00,0.00,"29,000.00",0.04,0.05,,,,,,,
11-04-2023,08:00,0.01,0.00,,0.00,0.00,"26,000.00",0.00,0.01,,,,,,,
11-04-2023,08:30,0.01,0.00,,0.00,0.01,"9,000.00",0.01,0.01,,,,,,,
11-04-2023,09:00,0.01,0.00,,0.00,0.00,"6,000.00",0.00,0.12,,,,,,,
11-04-2023,09:30,0.26,0.00,,0.00,0.01,"6,000.00",0.00,0.00,,,,,,,
11-04-2023,10:00,0.00,0.00,,0.00,0.00,"20,000.00",0.01,0.10,,,,,,,
11-04-2023,10:30,0.01,0.00,,0.00,0.03,"6,000.00",0.01,0.02,,,,,,,
11-04-2023,11:00,0.01,0.00,,0.00,0.00,"11,000.00",0.00,0.01,,,,,,,
11-04-2023,11:30,0.32,0.00,,0.51,0.00,"25,000.00",0.00,0.09,,,,,,,
11-04-2023,12:00,0.01,0.00,,0.00,0.05,"15,000.00",0.00,0.00,,,,,,,
11-04-2023,12:30,0.00,0.00,,0.00,0.00,"19,000.00",0.01,0.13,,,,,,,
11-04-2023,13:00,0.29,0.00,,0.00,0.04,"11,000.00",0.01,0.01,,,,,,,
11-04-2023,13:30,0.04,0.00,,0.00,0.03,"18,000.00",0.01,0.11,,,,,,,
11-04-2023,14:00,0.01,0.00,,0.00,0.01,"25,000.00",0.00,0.02,,,,,,,
11-04-2023,14:30,0.01,0.00,,0.00,0.04,"17,000.00",0.00,0.01,,,,,,,
11-04-2023,15:00,0.01,0.00,,0.00,0.01,"14,000.00",0.02,0.11,,,,,,,
11-04-2023,15:30,0.01,0.00,,0.00,0.01,"42,000.00",0.00,0.10,,,,,,,
11-04-2023,16:00,0.35,0.00,,0.00,0.01,"19,000.00",0.00,0.02,,,,,,,
11-04-2023,16:30,0.01,0.00,,0.00,0.01,"25,000.00",0.00,0.00,,,,,,,
11-04-2023,17:00,0.01,0.00,,0.52,0.02,"34,000.00",0.00,0.09,,,,,,,
11-04-2023,17:30,0.00,0.00,,0.00,0.02,"4,000.00",0.00,0.01,,,,,,,
11-04-2023,18:00,0.00,0.00,,0.00,0.05,"26,000.00",0.00,0.00,,,,,,,
11-04-2023,18:30,0.00,0.00,,0.00,0.00,"6,000.00",0.00,0.00,,,,,,,
11-04-2023,19:00,0.00,0.00,,0.00,0.00,"2,000.00",0.00,0.00,,,,,,,
11-04-2023,19:30,0.00,0.00,,0.00,0.00,"7,000.00",0.00,0.00,,,,,,,
11-04-2023,20:00,0.00,0.00,,0.00,0.01,"22,000.00",0.00,0.00,,,,,,,
11-04-2023,20:30,0.00,0.00,,0.00,0.01,"5,000.00",0.00,0.00,,,,,,,
11-04-2023,21:00,0.00,0.00,,0.00,0.01,"10,000.00",0.00,0.00,,,,,,,
11-04-2023,21:30,0.00,0.00,,0.00,0.00,"3,000.00",0.00,0.00,,,,,,,
11-04-2023,22:00,0.00,0.00,,0.00,0.00,"13,000.00",0.00,0.00,,,,,,,
11-04-2023,22:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-04-2023,23:00,0.00,0.00,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
11-04-2023,23:30,0.00,0.00,,0.00,0.01,"4,000.00",0.00,0.00,,,,,,,
12-04-2023,00:00,0.00,0.00,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
12-04-2023,00:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
12-04-2023,01:00,0.00,0.00,,0.52,0.00,0.00,0.00,0.00,,,,,,,
12-04-2023,01:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
12-04-2023,02:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
12-04-2023,02:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
12-04-2023,03:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
12-04-2023,03:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
12-04-2023,04:00,0.00,0.00,,0.00,0.00,"4,000.00",0.00,0.00,,,,,,,
12-04-2023,04:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
12-04-2023,05:00,0.00,0.00,,0.00,0.00,"48,000.00",0.00,0.00,,,,,,,
12-04-2023,05:30,0.00,0.00,,0.00,0.00,"7,000.00",0.01,0.00,,,,,,,
12-04-2023,06:00,0.01,0.00,,0.00,0.00,"5,000.00",0.08,0.00,,,,,,,
